S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency ID
2,KAUSALYA HIKAKA,Biju Janata Dal,322797,852,323649,28.17,S1821
3,KALIRAM MAJHI,Bharatiya Janata Party,230792,1722,232514,20.24,S1821
4,DAMINI JANI,Bahujan Samaj Party,15373,54,15427,1.34,S1821
5,PRAKASH HIKAKA,Communist Party of India  (Marxist-Leninist)  (Liberation),14847,5,14852,1.29,S1821
6,LASU HANTAL,Independent,14362,11,14373,1.25,S1821
7,RAGHUMANI GOMANGO,Independent,10528,12,10540,0.92,S1821
8,ABINASH GOMANGO,Independent,10258,16,10274,0.89,S1821
9,SUMAN KANTA,Naba Bharata Nirmana Seva Party,8386,10,8396,0.73,S1821
10,SANTOSH KUMAR BIDIKA,Republican Party of India (A),5413,2,5415,0.47,S1821
11,PRAMILA PUJARI,Socialist Unity Centre Of India (COMMUNIST),4866,12,4878,0.42,S1821
12,NOTA,None of the Above,37106,25,37131,3.23,S1821
1,JOYANTA BASUMATARY,"United People’s Party, Liberal",484681,4314,488995,39.39,S031
2,KAMPA BORGOYARI,Bodoland Peoples Front,432768,4644,437412,35.23,S031
3,GARJAN MASHAHARY,Indian National Congress,112624,1112,113736,9.16,S031
4,BINITA DEKA,Gana Suraksha Party,93266,923,94189,7.59,S031
5,PRITHVIRAJ NARAYAN DEV MECH,Independent,33636,101,33737,2.72,S031
6,GAURI SANKAR SARANIA,All India Trinamool Congress,23362,157,23519,1.89,S031
7,RANJAY KR BRAHMA,Independent,8782,48,8830,0.71,S031
8,LALIT PEGU,Voters Party  International,7891,41,7932,0.64,S031
9,JYOTISH KUMAR DAS,Independent,5944,162,6106,0.49,S031
10,PANKAJ ISLARY,Independent,4473,35,4508,0.36,S031
11,TRIPTINA RABHA,Independent,4425,115,4540,0.37,S031
12,AJOY NARZARY,Independent,4032,48,4080,0.33,S031
13,NOTA,None of the Above,13662,250,13912,1.12,S031
1,BANDI SANJAY KUMAR,Bharatiya Janata Party,578827,6289,585116,44.57,S293
2,VELCHALA RAJENDER RAO,Indian National Congress,357446,2461,359907,27.41,S293
3,VINOD KUMAR BOIANAPALLI,Bharat Rashtra Samithi,280867,1296,282163,21.49,S293
4,ABBADI BUCHI REDDY,Independent,11602,10,11612,0.88,S293
5,ARUNA THALLAPALLY,Alliance of Democratic Reforms Party,9043,21,9064,0.69,S293
6,KOTA SHYAM KUMAR,Independent,8744,12,8756,0.67,S293
7,ANOSE KATKOORI,Independent,8699,7,8706,0.66,S293
8,MAREPALLI MOGILAIAH,Bahujan Samaj Party,8010,99,8109,0.62,S293
9,RAJENDER POTHURI,Independent,3250,7,3257,0.25,S293
10,SRAVAN PEDDAPELLY,Bharathiya YuvaKula Dalam,3068,6,3074,0.23,S293
11,GADDA SATHISH,Independent,2936,9,2945,0.22,S293
12,ANILREDDY KADTHALA,National Nava Kranthi Party,2747,7,2754,0.21,S293
13,CHILUVERU SRIKANTH,Dharma Samaj Party,2553,33,2586,0.2,S293
14,AKSHAY KUMAR MEKALA,Independent,2219,5,2224,0.17,S293
15,JOURNALIST VIKRAM REDDY VEMULAA,Independent,2090,6,2096,0.16,S293
16,ASHOK PANCHIKA,Social Justice Party of India,1914,10,1924,0.15,S293
17,GAVVALA LAXMI,Independent,1738,6,1744,0.13,S293
18,GATTAIAH YADAV BARIGE,Independent,1688,6,1694,0.13,S293
19,RANAPRATAP GATTU,Socialist Party (India),1606,7,1613,0.12,S293
20,GUDISHE  MOHAN,Independent,1471,3,1474,0.11,S293
21,MANASA PERALA,Independent,1106,19,1125,0.09,S293
22,PODISHETTI SAMMAIAH,Bahujan Mukti Party,994,0,994,0.08,S293
23,VENKATANARSAIAH DYAGALA @ DEGALA,Independent,926,2,928,0.07,S293
24,SHIVARATRI SRINIVAS,Independent,887,2,889,0.07,S293
25,CHINTHA ANILKUMAR,Pyramid Party of India,823,7,830,0.06,S293
26,CHEEKOTI VARUN KUMAR GUPTA,Telugu Congress Party,783,7,790,0.06,S293
27,RAPOLE RAMKUMAR BHARADWAJ,Independent,572,3,575,0.04,S293
28,DEVUNOORI SRINIVASU,Independent,465,0,465,0.04,S293
29,NOTA,None of the Above,5373,65,5438,0.41,S293
1,NITYANAND RAI,Bharatiya Janata Party,515159,806,515965,49.51,S0422
2,ALOK KUMAR MEHTA,Rashtriya Janata Dal,454870,993,455863,43.75,S0422
3,SANJAY PASWAN,Independent,16961,2,16963,1.63,S0422
4,MOHAN KUMAR MAURYA,Bahujan Samaj Party,7081,20,7101,0.68,S0422
5,RAKESH KUMAR,Independent,5953,4,5957,0.57,S0422
6,SANTHOSH RAI,Rashtriya Jansambhavna Party,4423,3,4426,0.42,S0422
7,NARENDRA GIRI,Independent,3150,1,3151,0.3,S0422
8,KISHOR KUMAR,Independent,2209,0,2209,0.21,S0422
9,AMARESH RAY,Independent,2140,3,2143,0.21,S0422
10,ANSHU KUMAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),1749,7,1756,0.17,S0422
11,RAMPUKAR RAY,Socialist Unity Centre Of India (COMMUNIST),1299,7,1306,0.13,S0422
12,NIKKI JHA,Jagrook Janta Party,1006,14,1020,0.1,S0422
13,MANOJ KUMAR,Janta Raj Vikas Party,937,2,939,0.09,S0422
14,NOTA,None of the Above,23246,23,23269,2.23,S0422
1,H.D. KUMARASWAMY,Janata Dal  (Secular),847482,4399,851881,58.34,S1020
2,VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress,564778,2483,567261,38.85,S1020
3,CHANDAN GOWDA. K,Independent,12310,84,12394,0.85,S1020
4,SHIVASHANKARA. S,Bahujan Samaj Party,6903,61,6964,0.48,S1020
5,RAMAIAH. D,Independent,3796,14,3810,0.26,S1020
6,RANJITHA. N,Independent,2897,12,2909,0.2,S1020
7,CHANDRASHEKARA. K.R (CHANDRU KEELARA),Karnataka Rashtra Samithi,1465,11,1476,0.1,S1020
8,BUDAYYA. B.P,Karunaadu Party,1358,12,1370,0.09,S1020
9,LOKESHA. S (AARYA LOKESH),Uttama Prajaakeeya Party,1151,12,1163,0.08,S1020
10,BEERESH. C.T (SAINIKA BEERESH),Independent,919,12,931,0.06,S1020
11,N.BASAVARAJU,Independent,802,41,843,0.06,S1020
12,H.D. REVANNA,Purvanchal Mahapanchayat,584,6,590,0.04,S1020
13,CHANNAMAYIGOWDA,Independent,496,1,497,0.03,S1020
14,S.ARVIND,Independent,440,2,442,0.03,S1020
15,NOTA,None of the Above,7706,30,7736,0.53,S1020
1,BENNY BEHANAN,Indian National Congress,390216,3955,394171,41.44,S1111
2,PROF C RAVEENDRANATH,Communist Party of India  (Marxist),327382,3035,330417,34.73,S1111
3,K A UNNIKRISHNAN,Bharath Dharma Jana Sena,105706,694,106400,11.18,S1111
4,ADV CHARLY PAUL,Twenty 20 Party,105020,622,105642,11.11,S1111
5,ROSILIN CHACKO,Bahujan Samaj Party,2377,33,2410,0.25,S1111
6,BOSCO KALAMASSERY,Independent,1071,16,1087,0.11,S1111
7,SUBRAN K R,Independent,789,10,799,0.08,S1111
8,DR M PRADEEPAN,Socialist Unity Centre Of India (COMMUNIST),688,6,694,0.07,S1111
9,ARUN EDATHADAN,Independent,662,24,686,0.07,S1111
10,T S CHANDRAN,Independent,481,50,531,0.06,S1111
11,JOHNSON K C,Independent,379,8,387,0.04,S1111
12,NOTA,None of the Above,8021,42,8063,0.85,S1111
1,KOTA SRINIVAS POOJARY,Bharatiya Janata Party,728219,4015,732234,59.56,S1015
2,K. JAYAPRAKASH HEGDE,Indian National Congress,470769,2290,473059,38.48,S1015
3,K.T. RADHAKRISHNA,Bahujan Samaj Party,5378,39,5417,0.44,S1015
4,SUDHEER KANCHAN MARAKALA,Independent,2281,5,2286,0.19,S1015
5,SACHIN B.K,Uttama Prajaakeeya Party,1299,34,1333,0.11,S1015
6,M. K. DAYANANDA,Proutist Sarva Samaj,1049,20,1069,0.09,S1015
7,VIJAY KUMAR M. G,Independent,943,13,956,0.08,S1015
8,SUPREETH KUMAR POOJARY KATEEL,Janahitha Paksha,670,20,690,0.06,S1015
9,SHABAREESH,Karunada Sevakara Party,560,5,565,0.05,S1015
10,L. RANGANATH GOWDA,Karnataka Rashtra Samithi,536,4,540,0.04,S1015
11,NOTA,None of the Above,11235,34,11269,0.92,S1015
1,CHARANJIT SINGH CHANNI,Indian National Congress,389509,544,390053,39.43,S194
2,SUSHIL KUMAR RINKU,Bharatiya Janata Party,213702,358,214060,21.64,S194
3,PAWAN KUMAR TINU,Aam Aadmi Party,208549,340,208889,21.12,S194
4,MOHINDER SINGH KAYPEE,Shiromani Akali Dal,67811,100,67911,6.87,S194
5,ADVOCATE BALWINDER KUMAR,Bahujan Samaj Party,64856,85,64941,6.57,S194
6,SARABJIT SINGH KHALSA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),19252,32,19284,1.95,S194
7,MASTER PARSHOTAM LAL BILGA,Communist Party of India  (Marxist),5948,10,5958,0.6,S194
8,IQBAL CHAND MATTU,Independent,1956,0,1956,0.2,S194
9,NEETU SHATTRA WALA,Independent,1878,1,1879,0.19,S194
10,AMRISH BHAGAT,Independent,1183,1,1184,0.12,S194
11,GURDEEP SINGH BITTU,Independent,1112,1,1113,0.11,S194
12,RAJ KUMAR SAQI,Peoples Party of India (Democratic),1087,1,1088,0.11,S194
13,SONIA,Republican Party of India (Athawale),1054,1,1055,0.11,S194
14,RAJWANT KAUR KHALSA,Apna Samaj Party,948,4,952,0.1,S194
15,BHAGAT GULSHAN AZAAD,Democratic Bharatiya Samaj Party,929,1,930,0.09,S194
16,RAMESH LAL KALA,Independent,875,1,876,0.09,S194
17,ASHOK KUMAR JAKHU,Independent,742,1,743,0.08,S194
18,BAL MUKAND BAWRA,Global Republican Party,587,4,591,0.06,S194
19,PARAMJIT KAUR TEJI,Independent,500,0,500,0.05,S194
20,TARACHAND SHEELA,Loktantrik Lok Rajyam Party,400,1,401,0.04,S194
21,NOTA,None of the Above,4724,19,4743,0.48,S194
1,DEVENDRA SINGH ALIAS BHOLE SINGH,Bharatiya Janata Party,514256,3167,517423,47.6,S2444
2,RAJARAM PAL,Samajwadi Party,469766,3312,473078,43.52,S2444
3,RAJESH KUMAR DWIVEDI,Bahujan Samaj Party,72679,461,73140,6.73,S2444
4,RAJARAM,Independent,4629,13,4642,0.43,S2444
5,ASHOK PASWAN ADVOCATE,Sabhi Jan Party,3160,13,3173,0.29,S2444
6,CHANDRESH SINGH,Bhartiya Shakti Chetna Party,2641,13,2654,0.24,S2444
7,YOGESH JAISWAL,Independent,2529,14,2543,0.23,S2444
8,VIPIN KUMAR,Rashtriya Sanskriti Party,1489,5,1494,0.14,S2444
9,RAMGOPAL,Rashtriya Janutthan Party,1146,11,1157,0.11,S2444
10,NOTA,None of the Above,7523,126,7649,0.7,S2444
1,RAMASHANKAR RAJBHAR,Samajwadi Party,403616,1856,405472,44.2,S2471
2,RAVINDAR KUSHAWAHA,Bharatiya Janata Party,400489,1410,401899,43.81,S2471
3,BHIM RAJBHAR,Bahujan Samaj Party,80291,308,80599,8.79,S2471
4,JAIBAHADUR ALIAS JAIBAHADUR CHAUHAN,Janta Kranti Party (Rashtravadi),8241,22,8263,0.9,S2471
5,SHREENARAYAN MISHRA,Akhil Bhartiya Sarvjan Hit Party,3878,14,3892,0.42,S2471
6,SADDAM HUSSAIN,Independent,3210,5,3215,0.35,S2471
7,SHRIKRISHNA,Independent,2527,5,2532,0.28,S2471
8,AMRESH THAKUR,Independent,2147,9,2156,0.24,S2471
9,SURYA PRAKASH GAUTAM,Sardar Patel Siddhant Party,1782,3,1785,0.19,S2471
10,NOTA,None of the Above,7520,29,7549,0.82,S2471
1,PRATIMA MONDAL,All India Trinamool Congress,891053,3259,894312,60.32,S2519
2,ASHOK KANDARY,Bharatiya Janata Party,422546,1547,424093,28.6,S2519
3,MEGHNATH HALDER,All India Secular Front,65316,56,65372,4.41,S2519
4,SAMARENDRA NATH MONDAL,Revolutionary Socialist Party,39927,186,40113,2.71,S2519
5,NIRANJAN  NASKAR,Socialist Unity Centre Of India (COMMUNIST),14547,75,14622,0.99,S2519
6,SUJAN SARDAR,Independent,10779,15,10794,0.73,S2519
7,SINDHUPADA BAIRAGI,Independent,9150,12,9162,0.62,S2519
8,SHANKAR DEB MONDAL,Bahujan Samaj Party,6363,28,6391,0.43,S2519
9,JURAN CHANDRA PANDEY,Mulnibasi Party of India,3750,19,3769,0.25,S2519
10,MILAN NASKAR,Independent,2129,7,2136,0.14,S2519
11,PRATIMA MONDAL,Independent,2052,27,2079,0.14,S2519
12,NOTA,None of the Above,9756,32,9788,0.66,S2519
1,GANESH SINGH,Bharatiya Janata Party,458373,1355,459728,43.41,S129
2,DABBU SIDDHARTH SUKHLAL KUSHWAHA,Indian National Congress,373982,797,374779,35.39,S129
3,NARAYAN TRIPATHI,Bahujan Samaj Party,185303,315,185618,17.53,S129
4,DURGESH KUMAR VISHWAKARMA,Independent,5919,2,5921,0.56,S129
5,RAHUL DAHIYA,Independent,4276,1,4277,0.4,S129
6,CHHEDI LAL PRAJAPATI (PANDA  BABA),Independent,4060,1,4061,0.38,S129
7,CHANDRABHAN KOL,Independent,3393,5,3398,0.32,S129
8,"SAFI ULLA ""DBBU BHAI""",Independent,2612,2,2614,0.25,S129
9,ADV. ASHOK SAKET,Bahujan Dravida Party,2396,3,2399,0.23,S129
10,AZEEZ AHMED QURAISHY,Manviya Bharat Party,2078,4,2082,0.2,S129
11,MASTER JI AJIT KUMAR JAYSWAL,Peoples Party of India (Democratic),1887,4,1891,0.18,S129
12,KALIM AHMAD BACHCHA,Independent,1622,8,1630,0.15,S129
13,SUKHLAL VERMA RATNESH,Independent,1616,1,1617,0.15,S129
14,ASHOK KUMAR GUPTA,Bhartiya Shakti Chetna Party,1259,6,1265,0.12,S129
15,NANKU YADAV,Akhil Bharatiya Hind Kranti Party,1254,5,1259,0.12,S129
16,RISHABH SINGH,Independent,1068,5,1073,0.1,S129
17,ASHOK BAUDH,Independent,945,2,947,0.09,S129
18,HARI SHANKAR TIWARI (LOHA WALA),Bharatiya Jan Morcha Party,935,10,945,0.09,S129
19,RANJANA MISHRA,Nyaydharmsabha,905,10,915,0.09,S129
20,NOTA,None of the Above,2538,15,2553,0.24,S129
1,MAGUNTA SREENIVASULU REDDY,Telugu Desam,689829,12065,701894,49.35,S0116
2,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,644052,7643,651695,45.82,S0116
3,EDA SUDHAKARA REDDY,Indian National Congress,25803,919,26722,1.88,S0116
4,DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,6238,76,6314,0.44,S0116
5,BUCHI EDUKONDALU,Independent,3046,2,3048,0.21,S0116
6,PODILI RAMBABU,Independent,3035,38,3073,0.22,S0116
7,ORSU VEENA,Jai Bharat National Party,2242,25,2267,0.16,S0116
8,BONTHA RANGA REDDY,Independent,1923,0,1923,0.14,S0116
9,BODDU KRANTHI KUMAR,Independent,1797,1,1798,0.13,S0116
10,MOHAN GOUD J V,Independent,1442,5,1447,0.1,S0116
11,U MADHU BABU,Independent,1006,2,1008,0.07,S0116
12,KARATAPU RAJU,Independent,730,5,735,0.05,S0116
13,JAGADEESH RAYAPATI,Independent,713,12,725,0.05,S0116
14,DEVIREDDY BALANJANEYULU,Independent,710,6,716,0.05,S0116
15,HARI PRASAD TUPAKULA,Independent,706,5,711,0.05,S0116
16,PASAM VENKATESWARLU YADAV,Samajwadi Party,699,44,743,0.05,S0116
17,SURYA TEJA KOTA,Pyramid Party of India,674,9,683,0.05,S0116
18,AKUMALLA MALLIKARJUNA REDDY,Independent,575,0,575,0.04,S0116
19,VESHAPOGU GURAVABABU,Independent,457,4,461,0.03,S0116
20,KOMMU YOHANU,Liberation Congress Party,454,7,461,0.03,S0116
21,SESHUBABU GUDDANTI,Independent,449,0,449,0.03,S0116
22,SINGAMNENI SREEKANTH,Independent,407,3,410,0.03,S0116
23,YARRA DASARADHARAMAIAH,Independent,394,0,394,0.03,S0116
24,KOTA VAMSI KRISHNA,Independent,365,0,365,0.03,S0116
25,K PAVAN KALYAN,Jatiya Jana Sena Party,362,30,392,0.03,S0116
26,NOTA,None of the Above,13066,139,13205,0.93,S0116
1,POONAMBEN HEMATBHAI MAADAM,Bharatiya Janata Party,618120,1929,620049,58.98,S0612
2,ADVOCATE J. P. MARAVIYA,Indian National Congress,380949,1092,382041,36.34,S0612
3,JAYSUKH NATHUBHAI PINGALSUR,Bahujan Samaj Party,11429,33,11462,1.09,S0612
4,KANZARIYA RANCHHODBHAI NARANBHAI,Viro Ke Vir Indian Party,6973,29,7002,0.67,S0612
5,VIJAYSINH PRAVINSINH JADEJA,Independent,4817,17,4834,0.46,S0612
6,RATHOD PUNJABHAI PALABHAI,Independent,3727,5,3732,0.36,S0612
7,BHURALAL MEGHJIBHAI PARMAR,Independent,1923,5,1928,0.18,S0612
8,GHUGHA ALARAKHABHAI ISHAKBHAI,Independent,1582,3,1585,0.15,S0612
9,KHIRA YUSUF SIDIKBHAI,Independent,1368,3,1371,0.13,S0612
10,NANJI AMARSHI BATHWAR,Independent,1365,5,1370,0.13,S0612
11,ANWAR NOORMAMAD SANGHAR,Independent,1299,0,1299,0.12,S0612
12,PARESHBHAI PARSOTTAMBHAI MUNGARA,Rashtriya Mahaswaraj Bhumi Party,1266,4,1270,0.12,S0612
13,POPATPUTRA RAFIK ABUBAKAR,Independent,1133,5,1138,0.11,S0612
14,NADEEM MAHAMMAD HALA,Independent,1069,1,1070,0.1,S0612
15,NOTA,None of the Above,10972,112,11084,1.05,S0612
1,SUNIL BOSE,Indian National Congress,749926,1745,751671,54.87,S1022
2,BALARAJ.S,Bharatiya Janata Party,561056,1909,562965,41.1,S1022
3,M.KRISHNA MURTHY,Bahujan Samaj Party,15819,84,15903,1.16,S1022
4,C.M.KRISHNA,Dr. Ambedkar People's Party,8074,15,8089,0.59,S1022
5,G.D.RAJAGOPAL (H.D.KOTE),Independent,3949,5,3954,0.29,S1022
6,SUMA.S,Socialist Unity Centre Of India (COMMUNIST),3821,5,3826,0.28,S1022
7,MAHADEVASWAMY B M (PAMPI),Independent,3414,7,3421,0.25,S1022
8,H.K.SWAMY HARADANAHALLI,Independent,3206,2,3208,0.23,S1022
9,PATAS PRADEEP KUMAR.M,Independent,1969,17,1986,0.14,S1022
10,KADAMBA. NAA. AMBARISH,Independent,1738,5,1743,0.13,S1022
11,NINGARAJU.S,Karnataka Jantha Paksha,1406,5,1411,0.1,S1022
12,KANDALLI MAHESH,Karnataka Rashtra Samithi,1249,3,1252,0.09,S1022
13,NINGARAJ.G,Independent,1236,11,1247,0.09,S1022
14,PRASANNA KUMAR.B,Karnataka Praja Party (RaithaParva),972,6,978,0.07,S1022
15,NOTA,None of the Above,8094,49,8143,0.59,S1022
1,DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam,538877,3336,542213,51.35,S2224
2,KARUPPAIAH. P,All India Anna Dravida Munnetra Kazhagam,227445,1674,229119,21.7,S2224
3,RAJESSH. T,Naam Tamilar Katchi,106752,706,107458,10.18,S2224
4,SENTHILNATHAN. P,Amma Makkal Munnettra Kazagam,99561,1186,100747,9.54,S2224
5,SELVARAJ. S,Independent,14781,15,14796,1.4,S2224
6,DAMODARAN. S,Independent,5138,28,5166,0.49,S2224
7,ALLIMUTHU. M,Bahujan Samaj Party,4353,78,4431,0.42,S2224
8,RAJENDRAN. S,Independent,3489,10,3499,0.33,S2224
9,JEEVANANTHAM. M,Independent,2879,73,2952,0.28,S2224
10,SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,2587,59,2646,0.25,S2224
11,KARUPPIAH. S,Independent,2156,15,2171,0.21,S2224
12,BACKIYARAJ VELLAISAMY,Naadaalum Makkal Katchi,2120,163,2283,0.22,S2224
13,SATHIS KUMAR. S,Independent,2048,4,2052,0.19,S2224
14,KAVITHA. S,Independent,1719,17,1736,0.16,S2224
15,NAGARAJAN. M,Independent,1656,8,1664,0.16,S2224
16,GOVINDARASU. P,Independent,1562,4,1566,0.15,S2224
17,ANBIN AMUDHAN. R,Independent,1492,6,1498,0.14,S2224
18,DURAIRAJ. A,Independent,1455,8,1463,0.14,S2224
19,SASIKUMAR. P,Independent,1346,6,1352,0.13,S2224
20,PANNEERSELVAM. P,Independent,1255,8,1263,0.12,S2224
21,DURAI. S,Independent,1198,4,1202,0.11,S2224
22,ANAND SELVARAJ,Independent,1172,6,1178,0.11,S2224
23,SANKAR. R,Independent,1162,4,1166,0.11,S2224
24,AMBIVENKATESAN,Independent,972,6,978,0.09,S2224
25,DURAI. T,Independent,877,3,880,0.08,S2224
26,SATHYAMURTHY. T,Independent,826,8,834,0.08,S2224
27,VIJAYAKUMAR. P,Independent,797,5,802,0.08,S2224
28,PERIYASAMY. V,Independent,771,3,774,0.07,S2224
29,AKILA. M,Independent,742,5,747,0.07,S2224
30,ROJA RAMANI. S,Anna MGR Dravida Makkal Kalgam,738,39,777,0.07,S2224
31,RAJENDRAN. P,Independent,674,1,675,0.06,S2224
32,MANIKANDARAJ. S,Independent,601,7,608,0.06,S2224
33,MURUGESAN. P,Independent,494,3,497,0.05,S2224
34,JOSEPH. L,Samaniya Makkal Nala Katchi,482,9,491,0.05,S2224
35,MUTHURAJA. T,Independent,428,3,431,0.04,S2224
36,NOTA,None of the Above,13560,289,13849,1.31,S2224
1,NAVASKANI K,Indian Union Muslim League,506690,2974,509664,45.92,S2235
2,PANNEERSELVAM O S/O OTTAKARATHEVAR,Independent,340778,2104,342882,30.89,S2235
3,JEYAPERUMAL P,All India Anna Dravida Munnetra Kazhagam,98757,1023,99780,8.99,S2235
4,DR CHANDRA PRABHA JEYAPAL,Naam Tamilar Katchi,96701,971,97672,8.8,S2235
5,MUVITH KUMAR N,Independent,7901,18,7919,0.71,S2235
6,SENTHILMALLAR K,Independent,6629,198,6827,0.62,S2235
7,SIVASHANKAR N,Independent,6583,10,6593,0.59,S2235
8,KANNADHASAN R,Independent,3485,17,3502,0.32,S2235
9,SELVARAJ G,Puthiya Makkal Tamil Desam Katchi,2943,14,2957,0.27,S2235
10,PANNEERSELVAM O S/O OCHAPPAN,Independent,2939,42,2981,0.27,S2235
11,PANCHAVARNAM V,Independent,2561,11,2572,0.23,S2235
12,PARIRAJAN C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,2493,4,2497,0.22,S2235
13,PANNIR SELVAM M  S/O MALAIYANDI,Independent,2387,15,2402,0.22,S2235
14,NAWASKHAN,Independent,2301,22,2323,0.21,S2235
15,SIVANANDAM N,Bahujan Samaj Party,1958,56,2014,0.18,S2235
16,PANNEERSELVAM O  S/O  OYYADEVAR,Independent,1920,9,1929,0.17,S2235
17,ABUBAKKAR SITHICK J,Desiya Makkal Sakthi Katchi,1497,21,1518,0.14,S2235
18,MANIVASAGAM S,Bahujan Dravida Party,1392,11,1403,0.13,S2235
19,PANNEERSELVAM O S/O  OYYARAM,Independent,1369,7,1376,0.12,S2235
20,SALEEM,Independent,961,13,974,0.09,S2235
21,SASIKANI K,Independent,896,3,899,0.08,S2235
22,SATHURAGIRI K,Independent,815,12,827,0.07,S2235
23,SIKKANDAR B,Independent,804,19,823,0.07,S2235
24,VIGNESH V,Independent,643,9,652,0.06,S2235
25,PANNERSELVAM O  S/O  OCHATTHEVAR,Independent,564,8,572,0.05,S2235
26,NOTA,None of the Above,6163,132,6295,0.57,S2235
1,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,731400,912,732312,51.85,S1335
2,SUNETRA AJITDADA PAWAR,Nationalist Congress Party,573391,588,573979,40.64,S1335
3,MAHESH SITARAM BHAGWAT,Independent,15620,43,15663,1.11,S1335
4,SHAIKH SOYALSHAHA YUNUSSHAHA,Independent,14913,4,14917,1.06,S1335
5,PRIYADARSHANI NANDKUMAR KOKARE,Bahujan Samaj Party,9995,35,10030,0.71,S1335
6,SACHIN SHANKAR AGAWANE,Independent,6633,0,6633,0.47,S1335
7,KAMBLE TRISHALA,Bahujan Samaj Party  (Ambedkar),5032,4,5036,0.36,S1335
8,SUNITA PAWAR,Independent,4150,1,4151,0.29,S1335
9,GAJANAN UTTAM GAWALI (PATIL),Independent,2991,4,2995,0.21,S1335
10,MANOJ BALASAHEB RASAL,Independent,2610,0,2610,0.18,S1335
11,MAHADEV SAHEBRAO KHENGARE - PATIL,Bhartiya Navjawan Sena (Paksha),2412,6,2418,0.17,S1335
12,PRADEEP RAMCHANDRA MANE,Independent,2234,1,2235,0.16,S1335
13,SHIVAJI JAYSING KOKRE,Independent,2161,3,2164,0.15,S1335
14,PROF. NAMDEORAO JADHAV,Independent,2125,9,2134,0.15,S1335
15,RAJENDRA PANDURANG BHOSALE,People’s Union Party,2007,2,2009,0.14,S1335
16,KALYANI SUJITKUMAR WAGHMODE,Independent,1974,1,1975,0.14,S1335
17,DASHRATH NANA RAUT,Bharatiya Praja Surajya Paksha,1828,6,1834,0.13,S1335
18,ANKUSH DNYANESHAWAR PILANE,Independent,1663,0,1663,0.12,S1335
19,SANDIP ABAJI DEOKATE,Independent,1622,2,1624,0.11,S1335
20,DATTATRAY RAMBHAU CHANDARE,Independent,1433,1,1434,0.1,S1335
21,SHAILENDRA ALIAS SANDEEP KARANJAWANE,Independent,1392,0,1392,0.1,S1335
22,SHUBHANGI DHAYGUDE,Independent,1283,9,1292,0.09,S1335
23,DR. SOMNATH ALIAS BALASAHEB ARJUN POL,Independent,1169,0,1169,0.08,S1335
24,ROHIDAS BALASO KONDAKE,Bahujan Republican  Socialist Party,1127,3,1130,0.08,S1335
25,MILIND VITTHAL SHINDE,Independent,1099,0,1099,0.08,S1335
26,SURESHDADA BABURAO VIR,Independent,1012,0,1012,0.07,S1335
27,BAPU PRALHAD PAWAR,Independent,997,1,998,0.07,S1335
28,RAJENDRA MAHADEV BARAKADE,Independent,905,2,907,0.06,S1335
29,UMESH MAHADEV MHETRE,Independent,807,1,808,0.06,S1335
30,SHIVAJI RAMBHAU NANDKHILE,Bharatheeya Jawan Kisan Party,785,4,789,0.06,S1335
31,SHARAD RAM PAWAR,Independent,730,1,731,0.05,S1335
32,LAXMAN RAM KUMBHAR,Dalit Soshit Pichhara Varg  Adhikar Dal,694,2,696,0.05,S1335
33,SHRIDHAR NARAYAN SALVE,Bhim Sena,675,4,679,0.05,S1335
34,BALASO MARUTI DHAPATE,Independent,655,0,655,0.05,S1335
35,VIJAY LAXMAN GHAVALE,Independent,617,3,620,0.04,S1335
36,VISHAL ARUN PAWAR,Independent,553,0,553,0.04,S1335
37,SAVITA BHIMRAO KADALE,Hindustan Janta Party,549,2,551,0.04,S1335
38,VIJAYPRAKASH ANANT KONDEKAR,Independent,301,0,301,0.02,S1335
39,NOTA,None of the Above,9130,21,9151,0.65,S1335
1,SK NURUL ISLAM,All India Trinamool Congress,801542,2220,803762,52.76,S2518
2,REKHA PATRA,Bharatiya Janata Party,468593,1622,470215,30.87,S2518
3,AKHTAR RAHAMAN BISWAS,All India Secular Front,123432,68,123500,8.11,S2518
4,NIRAPADA SARDAR,Communist Party of India  (Marxist),77611,288,77899,5.11,S2518
5,MAFIJUL MOLLA,Independent,11833,0,11833,0.78,S2518
6,PRIYAMA DAS,Independent,6606,14,6620,0.43,S2518
7,MIRAZ MOLLA,Independent,5902,0,5902,0.39,S2518
8,MD ABUL KALAM MOLLA,Bahujan Samaj Party,4451,13,4464,0.29,S2518
9,BIDYUT GAYEN,Independent,3625,9,3634,0.24,S2518
10,IMRAN ALI SARDAR,Bharatheeya Jawan Kisan Party,2548,5,2553,0.17,S2518
11,PIYARUL ISLAM,Independent,2388,3,2391,0.16,S2518
